Timestamp,Name,Date,Course ,Score,Round,Par,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Par 3 Scoring,Par 4 Scoring,Par 5 Scoring,SG: Putting,Fairways,Greens,<50 Hit,<50 Total,51-75,51-75 Total,76-100,76-100 Total,101-125,101-125 Total,126-150,126-150 Total,151-175,151-175 Total,176-200,176-200 Total,201-225,201-225 Total,226+,226+ Total,SG: Approach
9/17/19 11:10,Player 8,9/14/19,PGA National - Champions,79,Tournament,72,4,4,Hit,Hit,101-125 yards,2,55,No Penalty Shot,4,4,Hit,Miss,151-175 yards,1,3,No Penalty Shot,5,5,Hit,Miss,201-225 yards,1,5,No Penalty Shot,4,4,Hit,Hit,225 + yards,2,7,No Penalty Shot,2,3,Not Applicable (PAR 3),Hit,126-150 yards,1,5,No Penalty Shot,6,5,Missed,Hit,225 + yards,3,18,No Penalty Shot,4,3,Not Applicable (PAR 3),Hit,151-175 yards,3,20,No Penalty Shot,4,4,Missed,Hit,151-175 yards,2,25,No Penalty Shot,6,4,Missed,Miss,101-125 yards,2,20,Red Penalty Area,4,5,Missed,Hit,151-175 yards,2,60,No Penalty Shot,5,4,Missed,Miss,176-200 yards,2,20,No Penalty Shot,4,4,Missed,Hit,151-175 yards,2,20,No Penalty Shot,4,4,Hit,Hit,76-100 yards,2,25,No Penalty Shot,5,4,Hit,Miss,126-150 yards,2,15,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,126-150 yards,1,2,No Penalty Shot,5,4,Hit,Miss,176-200 yards,2,25,No Penalty Shot,5,3,Not Applicable (PAR 3),Miss,126-150 yards,2,12,No Penalty Shot,5,5,Missed,Miss,176-200 yards,1,5,No Penalty Shot,#REF!,#REF!,#REF!,-2.68,7,9,0,0,0,0,1,1,1,2,1,4,4,5,0,3,0,1,2,2,-3.302
9/17/19 13:01,Player 8,9/15/19,PGA National - Champions,79,Tournament,72,5,4,Hit,Miss,126-150 yards,2,15,No Penalty Shot,5,4,Missed,Miss,176-200 yards,3,60,No Penalty Shot,6,5,Missed,Miss,201-225 yards,2,24,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,20,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,25,No Penalty Shot,4,5,Missed,Hit,126-150 yards,1,15,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,176-200 yards,2,18,No Penalty Shot,4,4,Missed,Hit,151-175 yards,2,15,No Penalty Shot,4,4,Missed,Hit,101-125 yards,2,18,No Penalty Shot,6,5,Missed,Miss,76-100 yards,2,25,No Penalty Shot,5,4,Missed,Miss,201-225 yards,2,30,No Penalty Shot,4,4,Hit,Hit,151-175 yards,2,18,No Penalty Shot,4,4,Missed,Hit,76-100 yards,2,30,No Penalty Shot,5,4,Hit,Hit,126-150 yards,3,18,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,50,No Penalty Shot,4,4,Hit,Miss,151-175 yards,2,25,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,101-125 yards,2,25,No Penalty Shot,6,5,Hit,Miss,201-225 yards,2,24,Red Penalty Area,#REF!,#REF!,#REF!,-2.47,6,10,0,0,0,0,1,2,2,2,5,6,2,3,0,2,0,3,0,0,-2.952
9/17/19 14:18,Player 19,9/14/19,Longue Vue Club,82,Competitive,72,5,4,Hit,Miss,151-175 yards,2,4,No Penalty Shot,4,4,Missed,Miss,101-125 yards,2,40,No Penalty Shot,5,3,Not Applicable (PAR 3),Miss,126-150 yards,3,15,No Penalty Shot,5,5,Missed,Hit,101-125 yards,2,50,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,15,No Penalty Shot,5,4,Hit,Miss,76-100 yards,2,10,No Penalty Shot,5,4,Missed,Miss,101-125 yards,2,8,No Penalty Shot,5,5,Missed,Hit,Less than 50 yards,2,50,No Penalty Shot,5,4,Missed,Miss,101-125 yards,2,40,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,20,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,25,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,151-175 yards,2,15,No Penalty Shot,5,4,Hit,Miss,101-125 yards,1,15,No Penalty Shot,5,4,Hit,Hit,126-150 yards,3,15,No Penalty Shot,6,5,Missed,Miss,176-200 yards,2,9,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,126-150 yards,1,3,No Penalty Shot,4,5,Hit,Hit,76-100 yards,2,35,No Penalty Shot,5,5,Hit,Hit,151-175 yards,3,40,No Penalty Shot,#REF!,#REF!,#REF!,-4.87,7,8,1,1,0,0,1,2,1,5,3,5,2,4,0,1,0,0,0,0,-5.851
9/18/19 21:24,Player 21,9/14/19,PGA National - Palmer,73,Tournament,72,4,4,Hit,Hit,126-150 yards,2,40,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,18,No Penalty Shot,3,4,Hit,Hit,126-150 yards,1,12,No Penalty Shot,5,5,Hit,Hit,Less than 50 yards,2,15,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,20,No Penalty Shot,5,4,Hit,Miss,176-200 yards,2,8,No Penalty Shot,4,4,Hit,Hit,151-175 yards,2,25,No Penalty Shot,5,4,Hit,Hit,76-100 yards,2,15,No Penalty Shot,4,4,Hit,Hit,151-175 yards,2,22,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,101-125 yards,2,17,No Penalty Shot,5,4,Hit,Miss,151-175 yards,2,4,No Penalty Shot,5,4,Hit,Hit,76-100 yards,1,0.5,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,101-125 yards,2,20,No Penalty Shot,4,4,Missed,Hit,76-100 yards,2,12,No Penalty Shot,4,4,Missed,Miss,151-175 yards,1,5,No Penalty Shot,4,4,Hit,Hit,151-175 yards,2,20,No Penalty Shot,5,4,Hit,Miss,176-200 yards,2,20,No Penalty Shot,5,5,Hit,Hit,101-125 yards,2,15,No Penalty Shot,#REF!,#REF!,#REF!,-3.22,12,14,1,1,0,0,3,3,3,3,4,4,3,5,0,2,0,0,0,0,#N/A
9/19/19 21:10,Player 11,9/19/19,Longue Vue Club,73,Qualifying,70,4,4,Hit,Hit,101-125 yards,2,10,No Penalty Shot,5,4,Missed,Miss,126-150 yards,2,20,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,30,No Penalty Shot,4,5,Hit,Hit,151-175 yards,2,18,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,22,No Penalty Shot,5,4,Missed,Miss,225 + yards,2,21,Red Penalty Area,4,4,Hit,Hit,Less than 50 yards,2,20,No Penalty Shot,5,5,Missed,Hit,101-125 yards,2,18,No Penalty Shot,4,4,Hit,Hit,176-200 yards,2,18,No Penalty Shot,6,3,Not Applicable (PAR 3),Miss,126-150 yards,2,12,Red Penalty Area,4,4,Missed,Miss,151-175 yards,1,7,No Penalty Shot,2,3,Not Applicable (PAR 3),Hit,176-200 yards,1,6,No Penalty Shot,3,4,Hit,Hit,76-100 yards,1,11,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,28,No Penalty Shot,5,5,Missed,Hit,76-100 yards,2,12,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,201-225 yards,1,4,No Penalty Shot,4,4,Hit,Hit,176-200 yards,2,15,No Penalty Shot,4,4,Missed,Hit,151-175 yards,2,18,No Penalty Shot,#REF!,#REF!,#REF!,-0.68,7,13,1,1,0,0,2,2,2,2,1,3,2,3,5,5,0,1,0,1,-1.585
9/20/19 10:10,Player 5,9/15/19,Longue Vue Club,71,Qualifying,70,3,4,Hit,Hit,126-150 yards,1,10,No Penalty Shot,6,4,Missed,Miss,Less than 50 yards,2,35,OB,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,45,No Penalty Shot,4,5,Hit,Hit,Less than 50 yards,1,40,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,40,No Penalty Shot,3,4,Hit,Hit,126-150 yards,1,15,No Penalty Shot,3,4,Missed,Hit,51-75 yards,1,6,No Penalty Shot,5,5,Hit,Hit,Less than 50 yards,2,28,No Penalty Shot,4,4,Missed,Hit,151-175 yards,2,30,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,12,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,7,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,Less than 50 yards,2,10,No Penalty Shot,4,4,Missed,Hit,101-125 yards,2,8,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,7,No Penalty Shot,5,5,Hit,Hit,Less than 50 yards,2,45,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,9,No Penalty Shot,4,4,Hit,Miss,176-200 yards,1,5,No Penalty Shot,6,4,Hit,Miss,Less than 50 yards,3,10,No Penalty Shot,#REF!,#REF!,#REF!,-0.79,9,14,3,6,1,1,0,0,1,1,5,5,1,1,0,1,3,3,0,0,0.112
9/21/19 20:37,Player 3,9/21/19,Longue Vue Club,68,Qualifying,70,6,4,Hit,Miss,101-125 yards,2,28,No Penalty Shot,4,4,Hit,Hit,76-100 yards,2,20,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,1,5,No Penalty Shot,5,5,Hit,Hit,201-225 yards,2,9,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,45,No Penalty Shot,4,4,Hit,Hit,76-100 yards,2,42,No Penalty Shot,4,4,Missed,Miss,51-75 yards,1,8,No Penalty Shot,4,5,Hit,Hit,225 + yards,2,22,No Penalty Shot,3,4,Hit,Hit,126-150 yards,1,18,No Penalty Shot,2,3,Not Applicable (PAR 3),Hit,126-150 yards,1,9,No Penalty Shot,4,3,Hit,Hit,126-150 yards,1,24,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,39,No Penalty Shot,4,4,Hit,Hit,Less than 50 yards,2,9,No Penalty Shot,3,4,Hit,Hit,101-125 yards,1,13,No Penalty Shot,6,5,Hit,Hit,Less than 50 yards,3,22,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,176-200 yards,1,5,No Penalty Shot,4,4,Miss,Miss,126-150 yards,1,6,No Penalty Shot,4,4,Hit,Miss,176-200 yards,1,6,No Penalty Shot,#REF!,#REF!,#REF!,2.83,11,13,2,2,0,1,2,2,1,2,3,4,0,0,2,4,2,2,1,1,-2.489
9/21/19 20:41,Player 11,9/20/19,Longue Vue Club,72,Qualifying,70,4,4,Hit,Hit,101-125 yards,2,27,No Penalty Shot,3,4,Hit,Hit,76-100 yards,1,1,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,12,No Penalty Shot,4,5,Missed,Hit,Less than 50 yards,1,8,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,35,No Penalty Shot,5,4,Hit,Hit,101-125 yards,3,20,No Penalty Shot,5,4,Missed,Miss,51-75 yards,2,10,No Penalty Shot,4,5,Missed,Hit,101-125 yards,1,5,No Penalty Shot,5,4,Missed,Miss,76-100 yards,2,30,No Penalty Shot,2,3,Not Applicable (PAR 3),Hit,151-175 yards,1,13,No Penalty Shot,4,4,Missed,Hit,101-125 yards,2,27,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,201-225 yards,2,11,No Penalty Shot,4,4,Hit,Hit,76-100 yards,2,28,No Penalty Shot,3,4,Hit,Hit,126-150 yards,1,7,No Penalty Shot,6,5,Missed,Miss,151-175 yards,2,14,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,201-225 yards,1,4,No Penalty Shot,5,4,Hit,Miss,176-200 yards,2,10,No Penalty Shot,4,4,Missed,Hit,151-175 yards,2,30,No Penalty Shot,#REF!,#REF!,#REF!,-0.79,6,12,1,1,0,1,2,3,4,4,1,1,2,3,1,2,1,3,0,0,-1.711
9/22/19 20:22,Player 3,9/22/19,Pittsburgh Field Club,70,Qualifying,71,5,4,Hit,Miss,101-125 yards,2,24,No Penalty Shot,4,4,Hit,Hit,Less than 50 yards,2,10,No Penalty Shot,4,5,Hit,Hit,176-200 yards,2,12,No Penalty Shot,2,3,Not Applicable (PAR 3),Hit,126-150 yards,1,19,No Penalty Shot,5,5,Missed,Hit,151-175 yards,2,18,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,22,No Penalty Shot,3,4,Hit,Hit,126-150 yards,1,6,No Penalty Shot,5,4,Missed,Miss,176-200 yards,1,3,No Penalty Shot,5,4,Hit,Miss,101-125 yards,2,6,No Penalty Shot,4,4,Hit,Hit,76-100 yards,2,42,No Penalty Shot,3,5,Hit,Hit,176-200 yards,0,0,No Penalty Shot,3,4,Hit,Hit,151-175 yards,1,9,No Penalty Shot,4,4,Hit,Hit,Less than 50 yards,2,5,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,201-225 yards,2,12,No Penalty Shot,5,5,Hit,Hit,Less than 50 yards,2,13,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,60,No Penalty Shot,4,4,Miss,Hit,101-125 yards,2,44,No Penalty Shot,4,3,Not Applicable (PAR 3),Hit,201-225 yards,3,60,No Penalty Shot,#REF!,#REF!,#REF!,-1.5,10,14,3,3,0,0,1,1,1,3,2,2,2,2,3,4,2,3,0,0,-1.985
9/22/19 20:38,Player 8,9/22/19,Pittsburgh Field Club,72,Qualifying,71,4,4,Hit,Hit,101-125 yards,2,20,No Penalty Shot,4,4,Missed,Hit,51-75 yards,2,55,No Penalty Shot,3,5,Missed,Hit,151-175 yards,1,30,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,126-150 yards,2,6,No Penalty Shot,4,5,Hit,Hit,176-200 yards,1,2,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,15,No Penalty Shot,5,4,Missed,Miss,151-175 yards,2,2,No Penalty Shot,4,4,Hit,Miss,126-150 yards,1,4,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,25,No Penalty Shot,5,4,Missed,Miss,101-125 yards,2,8,No Penalty Shot,4,5,Missed,Hit,Less than 50 yards,1,5,No Penalty Shot,5,4,Missed,Miss,126-150 yards,2,20,No Penalty Shot,4,4,Missed,Hit,Less than 50 yards,2,20,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,201-225 yards,2,7,No Penalty Shot,4,5,Hit,Hit,225 + yards,1,12,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,176-200 yards,2,7,No Penalty Shot,4,4,Miss,Hit,76-100 yards,2,25,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,201-225 yards,1,3,No Penalty Shot,#REF!,#REF!,#REF!,-1.62,5,10,2,2,1,1,1,1,2,3,0,3,1,2,1,2,1,3,1,1,-5.636
9/23/19 15:54,Player 6,9/20/19,Longue Vue Club,70,Qualifying,70,4,4,Missed,Miss,101-125 yards,1,3,No Penalty Shot,4,4,Missed,Miss,76-100 yards,1,12,No Penalty Shot,5,3,Not Applicable (PAR 3),Miss,201-225 yards,3,8,No Penalty Shot,4,5,Hit,Hit,Less than 50 yards,1,8,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,15,No Penalty Shot,4,4,Missed,Hit,126-150 yards,2,35,No Penalty Shot,3,4,Missed,Hit,Less than 50 yards,1,12,No Penalty Shot,4,5,Missed,Hit,225 + yards,2,35,No Penalty Shot,5,4,Hit,Hit,126-150 yards,3,18,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,30,No Penalty Shot,4,4,Missed,Hit,76-100 yards,2,20,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,1,15,No Penalty Shot,4,4,Hit,Hit,51-75 yards,2,8,No Penalty Shot,3,4,Hit,Hit,101-125 yards,1,6,No Penalty Shot,5,5,Hit,Hit,Less than 50 yards,2,7,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,15,No Penalty Shot,4,4,Hit,Hit,151-175 yards,2,25,No Penalty Shot,5,4,Missed,Miss,151-175 yards,2,8,No Penalty Shot,#REF!,#REF!,#REF!,-1.64,6,14,3,3,1,1,1,2,1,2,2,2,2,3,2,2,1,2,1,1,-0.873
9/23/19 15:56,Player 16,9/23/19,Meadville Country Club,79,Tournament,73,5,5,Hit,Miss,76-100 yards,2,28,No Penalty Shot,4,4,Hit,Miss,126-150 yards,2,60,No Penalty Shot,5,5,Hit,Hit,Less than 50 yards,2,22,No Penalty Shot,4,4,Hit,Hit,76-100 yards,2,36,No Penalty Shot,4,4,Missed,Miss,76-100 yards,1,3,No Penalty Shot,5,3,Not Applicable (PAR 3),Miss,151-175 yards,2,12,No Penalty Shot,4,4,Hit,Hit,76-100 yards,2,24,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,151-175 yards,2,24,No Penalty Shot,5,5,Hit,Miss,Less than 50 yards,2,33,No Penalty Shot,5,4,Hit,Hit,101-125 yards,3,4,No Penalty Shot,3,5,Hit,Hit,Less than 50 yards,1,39,No Penalty Shot,5,5,Hit,Miss,76-100 yards,1,18,No Penalty Shot,5,3,Not Applicable (PAR 3),Miss,126-150 yards,3,5,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,15,No Penalty Shot,5,4,Hit,Miss,101-125 yards,3,54,No Penalty Shot,5,4,Missed,Miss,76-100 yards,2,24,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,126-150 yards,1,148,No Penalty Shot,4,4,Hit,Miss,51-75 yards,1,4,No Penalty Shot,#REF!,#REF!,#REF!,-1.58,12,6,2,3,0,1,2,6,1,2,1,4,0,2,0,0,0,0,0,0,-5.695
9/23/19 16:01,Player 6,9/21/19,Longue Vue Club,74,Qualifying,70,5,4,Missed,Hit,126-150 yards,3,35,No Penalty Shot,4,4,Missed,Miss,51-75 yards,2,1,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,18,No Penalty Shot,4,5,Hit,Hit,Less than 50 yards,1,25,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,176-200 yards,2,20,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,7,No Penalty Shot,4,4,Missed,Hit,Less than 50 yards,2,9,No Penalty Shot,5,5,Missed,Hit,Less than 50 yards,2,17,No Penalty Shot,5,4,Hit,Miss,126-150 yards,2,30,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,4,No Penalty Shot,5,4,Missed,Hit,151-175 yards,3,30,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,176-200 yards,2,15,No Penalty Shot,3,4,Missed,Hit,76-100 yards,1,6,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,7,No Penalty Shot,5,5,Missed,Hit,76-100 yards,2,12,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,25,No Penalty Shot,5,4,Miss,Hit,151-175 yards,3,30,No Penalty Shot,4,4,Missed,Hit,151-175 yards,2,20,No Penalty Shot,#REF!,#REF!,#REF!,-6.29,4,14,3,3,0,1,2,2,1,1,3,4,3,3,1,3,1,1,0,0,0.315
9/23/19 16:10,Player 20,9/22/19,Meadville Country Club,83,Tournament,73,6,5,Missed,Miss,76-100 yards,2,12,No Penalty Shot,5,4,Missed,Hit,126-150 yards,3,45,No Penalty Shot,5,5,Missed,Hit,76-100 yards,1,27,Red Penalty Area,3,4,Missed,Hit,51-75 yards,1,10,No Penalty Shot,5,4,Missed,Miss,76-100 yards,2,36,No Penalty Shot,2,3,Not Applicable (PAR 3),Hit,151-175 yards,1,33,No Penalty Shot,4,4,Missed,Hit,76-100 yards,2,51,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,151-175 yards,2,8,No Penalty Shot,5,5,Hit,Hit,201-225 yards,2,10,No Penalty Shot,5,4,Hit,Hit,76-100 yards,3,40,No Penalty Shot,4,4,Missed,Hit,151-175 yards,2,27,No Penalty Shot,6,5,Missed,Miss,126-150 yards,2,16,No Penalty Shot,5,3,Not Applicable (PAR 3),Miss,151-175 yards,3,12,No Penalty Shot,6,4,Missed,Miss,126-150 yards,2,5,No Penalty Shot,4,4,Hit,Hit,76-100 yards,2,12,No Penalty Shot,5,4,Missed,Miss,51-75 yards,3,15,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,126-150 yards,1,1,No Penalty Shot,5,4,Hit,Miss,76-100 yards,2,6,No Penalty Shot,#REF!,#REF!,#REF!,-4.68,4,9,0,0,1,2,4,7,0,0,1,4,2,4,0,0,1,1,0,0,-4.656
9/23/19 16:20,Player 16,9/23/19,Meadville Country Club,85,Tournament,73,5,5,Hit,Hit,Less than 50 yards,2,4,No Penalty Shot,5,4,Hit,Miss,101-125 yards,2,9,No Penalty Shot,4,5,Hit,Hit,Less than 50 yards,1,4,No Penalty Shot,4,4,Hit,Hit,Less than 50 yards,2,21,No Penalty Shot,4,4,Hit,Hit,76-100 yards,1,4,No Penalty Shot,3,5,Hit,Miss,151-175 yards,4,60,No Penalty Shot,5,4,Hit,Miss,101-125 yards,2,25,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,151-175 yards,2,18,No Penalty Shot,6,5,Hit,Miss,51-75 yards,2,12,No Penalty Shot,6,4,Hit,Miss,51-75 yards,3,27,No Penalty Shot,4,5,Hit,Hit,151-175 yards,2,45,No Penalty Shot,7,5,Missed,Miss,176-200 yards,2,15,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,51,No Penalty Shot,7,4,Missed,Miss,76-100 yards,2,20,No Penalty Shot,4,4,Missed,Hit,101-125 yards,2,15,No Penalty Shot,5,4,Missed,Miss,76-100 yards,2,18,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,24,No Penalty Shot,4,4,Hit,Hit,51-75 yards,2,27,No Penalty Shot,#REF!,#REF!,#REF!,-5.02,11,9,3,3,1,3,1,3,1,3,2,2,1,3,0,1,0,0,0,0,-3.913
9/23/19 16:49,Player 12,9/20/19,Longue Vue Club,78,Qualifying,70,4,4,Hit,Hit,76-100 yards,2,3,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,20,No Penalty Shot,5,3,Not Applicable (PAR 3),Miss,201-225 yards,3,30,No Penalty Shot,5,5,Missed,Miss,201-225 yards,2,25,No Penalty Shot,4,3,Not Applicable (PAR 3),Hit,151-175 yards,3,30,No Penalty Shot,5,4,Hit,Hit,101-125 yards,3,20,No Penalty Shot,4,4,Missed,Miss,51-75 yards,2,20,No Penalty Shot,5,5,Missed,Hit,126-150 yards,2,30,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,25,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,12,No Penalty Shot,4,4,Missed,Miss,101-125 yards,1,5,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,35,No Penalty Shot,5,4,Hit,Hit,76-100 yards,3,25,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,30,No Penalty Shot,9,5,Missed,Miss,225 + yards,3,20,OB,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,20,No Penalty Shot,4,4,Miss,Miss,176-200 yards,1,3,No Penalty Shot,3,4,Hit,Hit,176-200 yards,1,6,No Penalty Shot,#REF!,#REF!,#REF!,-6.46,7,12,0,0,0,1,2,2,3,4,2,2,2,2,3,4,0,2,0,1,-1.24
9/23/19 17:00,Player 12,9/21/19,Longue Vue Club,75,Qualifying,70,4,4,Hit,Hit,126-150 yards,2,20,No Penalty Shot,4,4,Missed,Hit,76-100 yards,2,30,No Penalty Shot,4,3,Not Applicable (PAR 3),Hit,201-225 yards,3,35,No Penalty Shot,5,5,Hit,Hit,201-225 yards,2,15,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,15,No Penalty Shot,5,4,Hit,Hit,76-100 yards,3,15,No Penalty Shot,4,4,Missed,Hit,Less than 50 yards,2,25,No Penalty Shot,4,5,Hit,Hit,225 + yards,2,35,No Penalty Shot,4,4,Missed,Hit,101-125 yards,2,12,No Penalty Shot,2,3,Not Applicable (PAR 3),Hit,126-150 yards,1,12,No Penalty Shot,5,4,Missed,Miss,101-125 yards,1,4,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,176-200 yards,1,4,No Penalty Shot,5,4,Hit,Miss,76-100 yards,2,22,No Penalty Shot,4,4,Hit,Hit,151-175 yards,2,20,No Penalty Shot,5,5,Hit,Hit,51-75 yards,2,25,No Penalty Shot,3,3,Missed,Hit,176-200 yards,2,25,No Penalty Shot,7,4,Hit,Miss,151-175 yards,3,20,OB,4,4,Missed,Hit,176-200 yards,2,30,No Penalty Shot,#REF!,#REF!,#REF!,-3.6,8,14,1,1,1,1,2,3,1,2,2,2,1,2,3,4,2,2,1,1,-1.645
